"Oakland, California",49
"University of California, Berkeley",19
Berkeley Hills,10
"Emeryville, California",9
Downtown Oakland,9
"Orinda, California",9
Lake Merritt,8
"West Berkeley, Berkeley, California",6
"Claremont, Oakland/Berkeley, California",6
"Kensington, California",6
Oakland Technical High School,6
Shattuck Avenue,5
Graduate Theological Union,4
California Hall,4
Sather Tower,4
People's Park (Berkeley),4
Stern Hall (Berkeley),4
"Panoramic Hill, Oakland/Berkeley, California",4
Lawrence Berkeley National Laboratory,4
"Rockridge, Oakland, California",4
Temescal Creek (Northern California),4
Cypress Street Viaduct,4
Wildcat Canyon Regional Park,4
Oakland School for the Arts,4
California Center for Innovative Transportation,3
Evans Diamond,3
Chez Panisse,3
"Campus of the University of California, Berkeley",3
Berkeley Student Cooperative,3
Sather Gate,3
Haas School of Business,3
Piedmont Avenue (Berkeley),3
Berkeley Marina,3
Marin Creek,3
Bentley School,3
Oakland firestorm of 1991,3
Caldecott Tunnel,3
McClymonds High School,3
KSFN,3
Robert Sibley Volcanic Regional Preserve,3
"Stege, California",3
"Piedmont, California",3
Children's Fairyland,3
First Unitarian Church of Oakland,3
University of California,3
Brooks Island Regional Preserve,3
Yoshi's (jazz club),3
Laney College,3
Port of Oakland,3
Jack London Square,3
Peralta Community College District,3
Richmond Shipyards,3
"Richmond, California",3
Joaquin Miller Park,3
Berkeley City College,2
Downtown Berkeley station,2
UC Berkeley School of Public Health,2
Haas Pavilion,2
UC Berkeley School of Social Welfare,2
Jacobs Institute for Design Innovation,2
Goldman School of Public Policy,2
Campbell Hall (UC Berkeley),2
Jesuit School of Theology of Santa Clara University,2
Hearst Memorial Mining Building,2
College Women's Club,2
Hearst Greek Theatre,2
La Loma Park,2
UC Berkeley School of Law,2
California Memorial Stadium,2
Levine-Fricke Field,2
"Thousand Oaks, Berkeley, California",2
Solano Avenue,2
"Albany, California",2
"1923 Berkeley, California fire",2
Rockridge station,2
Children's Hospital Oakland,2
El Cerrito Plaza (shopping center),2
Claremont Canyon Regional Preserve,2
Pacific East Mall,2
"North Oakland, Oakland, California",2
Albany Bulb,2
Emeryville Crescent State Marine Reserve,2
Hoffman Marsh,2
"Piedmont Avenue (Oakland, California)",2
Oakland Army Base,2
"Adams Point, Oakland, California",2
Richmond Inner Harbor,2
Uptown Oakland,2
Kaiser Center,2
"Grand Lake, Oakland, California",2
"Montclair, Oakland, California",2
Oakland City Hall,2
"Oakland Point, Oakland, California",2
West Oakland station,2
"San Antonio, Oakland, California",2
Middle Harbor Shoreline Park,2
Head-Royce School,2
Island High School,2
College of Alameda,2
Berkeley station (Southern Pacific Railroad),1
Berkeley High School (California),1
UC Berkeley College of Natural Resources,1
North Berkeley station,1
Gourmet Ghetto,1
Berkeley City Club,1
Moffitt Library,1
Institute of Transportation Studies,1
Harmon Gym (1879),1
Starr King School for the Ministry,1
Church Divinity School of the Pacific,1
Hillside Club,1
Wheeler Hall,1
Bancroft Library,1
UC Berkeley Graduate School of Journalism,1
UC Berkeley College of Engineering,1
Sproul Plaza,1
Etcheverry Hall,1
Stebbins Hall,1
Gilman Hall,1
UC Berkeley College of Chemistry,1
UC Berkeley College of Environmental Design,1
UC Berkeley School of Optometry,1
Saint Mary's College High School,1
Bowles Hall,1
Maybeck High School,1
Lawrence Hall of Science,1
KALX,1
"Cragmont, Berkeley, California",1
UC Village,1
"Bushrod Park, Oakland, California",1
"Schoolhouse Creek (Alameda County, California)",1
University of California Botanical Garden,1
Claremont Hotel & Spa,1
"Golden Gate, Oakland, California",1
KEAR (AM),1
Albany High School (California),1
MacGregor High School,1
Rockridge Market Hall,1
Codornices Creek,1
Joint BioEnergy Institute,1
Albany Hill,1
Pacific Park Plaza,1
Emeryville station,1
The College Preparatory School,1
"Temescal, Oakland, California",1
Fleming Point,1
César Chávez Park,1
Bay Street Emeryville,1
Pixar,1
Lake Temescal,1
Emeryville Shellmound,1
KPFA,1
"Longfellow, Oakland, California",1
Oakland Military Institute,1
MacArthur station (BART),1
"Chapel of the Chimes (Oakland, California)",1
"Mountain View Cemetery (Oakland, California)",1
MacArthur Maze,1
Point Isabel (promontory),1
Oakland Medical Center,1
Mosswood Park,1
Point Isabel Regional Shoreline,1
KIQI,1
KNEW (AM),1
KMKY (AM),1
"West Oakland, Oakland, California",1
Fox Oakland Theatre,1
Grand Lake Theatre,1
El Cerrito del Norte station,1
"Cypress Village, Oakland, California",1
Preservation Park,1
Oakland East Bay Symphony,1
Holden High School (California),1
Oakland City Center,1
12th Street Oakland City Center station,1
The Crucible (arts education center),1
"Crocker Highlands, Oakland, California",1
"Acorn, Oakland, California",1
"Civic Center, Oakland, California",1
