"Alameda County, California",37
California,35
"Oakland Hills and Foothills, Oakland, California",21
"Redwood Heights, Oakland, California",19
"List of neighborhoods in Oakland, California",19
"Laurel, Oakland, California",18
AC Transit,18
German International School of Silicon Valley,17
Interstate 580 (California),17
Bear Transit,16
"Fruitvale, Oakland, California",16
"Santa Fe, Oakland, California",15
San Francisco Bay Area,15
International Standard Book Number,15
Interstate 80 in California,14
"Maxwell Park, Oakland, California",14
"Eastmont, Oakland, California",14
San Francisco Bay,14
Bay Area Rapid Transit,14
"Ridgemont, Oakland, California",14
Berkeley Unified School District,14
"East Oakland, Oakland, California",13
"Sobrante Park, Oakland, California",13
California State Route 13,13
Telegraph Avenue,13
"Havenscourt, Oakland, California",13
California Golden Bears baseball,12
Oakland Raiders,12
United States,12
Berkeley Adult School,12
Interstate 880,12
"Jingletown, Oakland, California",12
California State Route 123,12
"Sequoyah Heights, Oakland, California",11
Anthony Chabot Regional Park,11
Order of the Golden Bear,10
"List of people from Berkeley, California",10
CalTV,10
Koreatown,10
"Research centers and laboratories at the University of California, Berkeley",10
Golden State Warriors,9
"Elmhurst, Oakland, California",9
"Grass Valley, Oakland, California",9
List of sovereign states,9
1960s Berkeley protests,9
Associated Students of the University of California,9
"Millsmont, Oakland, California",9
San Francisco,9
Oakland Athletics,8
Bair Island,8
American Indian Public High School,8
Institute of Governmental Studies,8
San Francisco Chronicle,8
"Elmwood, Berkeley, California",8
Pioneers in Engineering,8
"List of parks in Oakland, California",8
Free Speech Movement,8
California Golden Bears women's volleyball,8
National Register of Historic Places,8
Oakland Unified School District,8
San Francisco Bay Trail,8
California State Route 24,8
Caltopia,8
Big Game (American football),7
U.S. state,7
"List of Nobel laureates affiliated with the University of California, Berkeley",7
"South Berkeley, Berkeley, California",7
California Pelican (magazine),7
Oski (mascot),7
List of counties in California,7
"Seminary, Oakland, California",7
"List of Berkeley, California Landmarks, Structures of Merit, and Historic Districts",7
UC Berkeley,7
Key System,7
Oakland Fire Department,7
Golden Gate Bridge,7
Leuschner Observatory,7
"Alameda, California",7
"National Register of Historic Places listings in El Dorado County, California",7
San Leandro Creek,7
The Daily Californian,7
Leona Canyon Regional Open Space Preserve,7
Temescal Regional Park,7
"University of California, Los Angeles",6
San Pablo Bay,6
East Bay Regional Park District,6
"List of mayors of Oakland, California",6
National Register of Historic Places listings in California,6
John Galen Howard,6
Wayback Machine,6
San Francisco Estuary Partnership,6
Oakland City Council,6
The Play (Stanford vs. California),6
BART,6
"San Leandro, California",6
"List of Berkeley High School (Berkeley, California) people",6
California Golden Bears,6
Marina,6
California Golden Bears football,6
Redwood Regional Park,6
"List of University of California, Berkeley alumni",6
Golden Gate,6
Bishop O'Dowd High School,6
UC Berkeley School of Information,6
"National Register of Historic Places listings in Mono County, California",5
California Golden Bears softball,5
Oakland Aviation Museum,5
"List of University of California, Berkeley faculty",5
"Hayward, California",5
Lake Merritt (BART station),5
Oakland,5
Vallco Shopping Mall,5
San Francisco fog,5
Posey and Webster Street Tubes,5
Eastmont Town Center,5
Golden Gate Ferry,5
"History of the University of California, Berkeley",5
California Golden Bears men's basketball,5
Streetcar Suburbs,5
Central Pacific Railroad,5
Contributing object,5
"Burlingame, California",5
Strawberry Creek,5
California Golden Bears women's basketball,5
"International Boulevard (Oakland, California)",5
2009 shootings of Oakland police officers,5
Joseph Knowland State Arboretum and Park,5
Pinole Creek,5
Guadalupe River (California),5
University of California Men's Octet,5
List of municipalities in California,5
National Park Service,5
Middle Harbor Shoreline,5
World War II,5
"Sonoma County, California",5
San Francisco Peninsula,5
Heuristic Squelch,5
BLT,5
Patten University,5
Oracle Arena,5
"Foster City, California",5
"Martinez, California",5
Park Street Bridge,5
Single-family house,5
